,0
para51s5,"For first of all, in the ages that especially define classical antiquity, one usually only saw such men appear as writers who, as freedmen, had lived through their youth in an environment that awakened a worthy way of thinking, and had formed their character in the company of their peers and through civic activity in peace and war, far from all the restrictions by which people of the lower classes are pressed early, and later, through training in mechanical skills of the body, or, what is more pernicious, of the soul, are prevented from the free expression of strength and from the generation of great thoughts and resolutions."
para51s6,"It is a questionable question whether without this single circumstance, slavery, great progress in the higher education of the mind would ever have been possible anywhere."
para51s7,"In this respect, today's humanity, which again would hardly have arisen as a New European growth, must not sigh too much over that West Asian custom among the ancient inhabitants of Greece and Italy; for for this such a difference of masters and servants, early publicly accepted in human rights, can well apply, only that the great empires of Asia knew nothing but servants except a despot."
para51s8,"By the way, a harsher name would hardly be appropriate to the matter in general in the Greek and Roman world."
para51s9,"There were ages and regions where, even according to the testimony of the ancients, a serf had to be a very bad man, not worthy of any better lot, if he could not in a few years acquire freedom, his own army and a small branch of gainful employment, as the greater part of unpropertied freemen enjoyed."
para51s10,This important advantage should not be overlooked when comparing certain newer constitutions with the old ones; although the legal nullity of the slaves often exposed them to the most inhuman barbarism of an overbearing master.
para51s11,But everything became much different later.
para51s12,"The Roman citizen was degraded and his formerly brilliant prerogatives were destroyed by more general distribution, and against the most depraved good-for-nothing the government became so humane that they were brought closer and closer to the free citizens from good families."
para51s13,If only people had not become so loving since the Nerones and Domitians.
para51s14," The noblest business was left to the writers, the written instruction of contemporaries and posterity; this business could also not be sought by anyone out of desire for a salary or honorarium: The writers were soon the organs of a whole people, who only educated, presented, represented what the united effectiveness of the most excellent minds had created; soon they were statesmen, who, resting from the noise of public life, set down in their writings the matured results of their own observations and experiences, or businessless thinkers, who devoted their efforts to the disinterested investigation of subjects, which did not easily promote the needs of individual cooperatives, but the generally most important affairs of man; In those times, when even the conduct of state affairs required little separate official knowledge, there was not even a learned class, in whose hands, as among the other policed peoples, any science could have become a caste property, instead of being a common possession of every citizen capable of intellectual culture.How late the scholars of the Roman world began to make out an own state, Hepewisch shows in his collection of small writings 1 or II St. And this was just the first momentous step that was taken in Greece for the ennoblement of mankind."
para51s15,"Secondly, the constitution of the old republics and a certain secrecy of the books from the great multitude gave a freedom of speech which knew no other limits than those set by the recognized common good; only the citizen speaking before the people, not the writer, put on fetters of a newer kind."
para51s16,"Thirdly, in the case of the Greeks, something that from another side had extremely detrimental consequences for the nation had a beneficial effect on literature, the political isolation of peoples and states: through this, each writer's small fatherland became his world, and his representations received an individuality whose lack can never be replaced by mere objective perfection."
para51s17,"How compatible both qualities are, however, and how far-reaching the effects of a spiritual work, often intended for a small number of listeners or readers without further calculation and deeper awareness of the intention, clearly prove to us the remains of the Greeks."
para51s18,"However national, indeed however tribal their poetry, oratory, history, and even their philosophy, their poets and other writers stand in eternal youthful vigor, and their historians with the celebrated heroes on loftier stages of immortality than were attainable to their late successors."
para51s19,"Fourthly, the merits of such works receive a peculiar luster through the priority itself, which was once granted to the first writing peoples by favor of fate."
para51s20,"Even the most witty writer, who imitates several in the same genre, finds himself limited in the choice of thoughts and modes of expression; he often sees what is right and beautiful anticipated, and efforts left for himself, which all too easily lead into error, the least of which is the flawlessness of imitation."
para51s21,For what art of copying could ever replace the fresh genial imprint in which the solid thought and the powerfully expressed feeling emerge for the first time?
para51s22,"In the near future, the writings from the youth of the nations will become more valuable to us for another reason than the more recent ones, with their far greater wealth of observations, ideas and things."
para51s23,"From those we draw a stock of views and remarks about the world and people, which later could not well recur in equally general applicability, precisely because they must excuse their repetition by a treatment that deprives them of many recommendable charms."
para51s24,"Therefore, the ancients may forever claim to remain the teachers and encouragers of all posterity by the simplicity and dignity and the great, comprehensive sense with which they express what is true and noble and beautiful."
para51s25,"The reading and contemplation of their works will have a constantly rejuvenating effect on mind and spirit, not like historically presented characters, but like the intimacy with esteemed and beloved persons: thus, by the sentiments and feelings they communicate, they will improve the infirmities of education in corrupt ages, and move man beyond the manifold limitations of the present."
para51s26," The Muses, who dwell only in the arts handed down from antiquity, have often succeeded by their magic in subduing the brutality of peoples and bringing them closer to true human dignity; how should they not accomplish the same in the latest centuries, at least in individuals receptive to their enthusiasm?"
para51s27,Plutarch.
para51s28,in Coriol.
para51s29,T I.
para51s30,p.
para51s31,214 B.
para51s32,"For there is no other pleasure for men to enjoy than to tame nature by reason and education, by reason of which the mean and the pure are purged."
para51s33," One of the hundred passages wherein the ancients describe the effect of their muses and their arts, and one of those which cannot well be misunderstood or applied to the chorus of more recent arts."
para51s34,"In the well-known words, didicisse fideliter artes, the highly necessary ingenuas has been omitted out of love for the common good."
para52s0,We have elsewhere rejected that the researcher of antiquity should write works similar to the ancients in one of their languages.
para52s1,"Should such a thing be demanded in literature, in prose or poetry, why then less in art ?"
para52s2,"But who would be able to do so much, who would not be able to match the ancients in the manner of their productions alone."
para52s3,"If he were to emulate the artist not only with his own tools but also with theirs, he would leave his sphere as a litterateur, and, what nature otherwise denies the scholar, he would become active as an artist himself."
para52s4,"Enough examples of this have been seen in those days when the writings of antiquity first stirred their readers to affectionate admiration; but few have found the right way, several have deterred the wise from such ventures by unfortunate choice of subjects, by petty imitation, by strange use of language, or by denial of all their own character and style."
para52s5,"Although the scholar of antiquity now refers to the fame of the Scaliger, one has heard of Jos."
para52s6,"Scaliger several Greek translations of poems of Virgilius , Martialis u."
para52s7,"a., of which hardly a Quintus Sinyrnaeus or Nonnus should be ashamed."
para52s8,They are available in a rare edition Lat.
para52s9,"and Gr. poems, which I cannot specify at present."
para52s10,"Rhodomane, Murete, Lotiche, Perpiniane and Lagomarsini, and indeed in newer languages can often present more sense and knowledge of antiquity than some in a tolerable flow of Latin words and phrases; so we would nevertheless not want to exclude from the points of view, which the whole study must reserve for itself, this one, which makes us most intimately familiar with the characteristic way of thinking of the ancients."
para52s11,"For not translations, otherwise a very useful business, can effect this to the same extent, even worked with the artful fidelity of our Voss; the other kind, which tries to nestle closer to our languages, even leads away from the art of thinking in an old language."
para52s12,"After the text was written, we remembered some, partly foreign, voices about the above point, of which a few of the most unsuspicious may have their say here."
para52s13,D'Alembert on the Latinity of modern T.
para52s14,V.
para52s15,Melanges p.
para52s16,561.
para52s17,"As much as it would be desirable that one never writes works of taste except in one's own language, it would also be useful that works of science, such as geometry, physics, medicine, even erudition, be written only in Latin, that is to say in a language that it is not necessary in these cases to speak elegantly, but which is familiar to almost all those who apply themselves to these sciences, in whatever country they may be placed."
para52s18,"This is a wish we made long ago, but we do not expect to see it fulfilled."
para52s19,"Most of the geometers, physicists, doctors, and most of the Academies of Europe, write today in the vulgar language."
para52s20,Even those who want to fight against the torrent are forced to give in to it.
para52s21,"We shall therefore content ourselves with exhorting the scholars and literary bodies who have not yet ceased to write in Latin, not to lose this useful usage."
para52s22,"Otherwise it would soon be necessary that a geometrician, a physician, a physicist, be instructed in all the languages of Europe, from Russian to Portuguese; and it seems to me that the progress of the exact sciences must suffer from this."
para52s23, Algarotti Works T.
para52s24,VIII.
para52s25,p.
para52s26,"172 Let each one write in, his own language things pertaining to 'eloquence , to poetry, to the provinces , I will say so, which are subject to 'ingenuity ; that in his own language alone he will be able in that genre to dictate what is the delight of his contemporaries , and is to pass to posterity."
para52s27,"But dealing with scientific things , things useful or necessary to civilized company, it would be to be wished that in each country men of letters would all agree to write in a language common to all peoples."
para52s28,"The Latin language, which is nevertheless the repository among the nations of Europe of religio ne and laws, is still the repository of findings in physics, medicine, and the arts, which would do great harm if they remained long buried in one favella before reviving in another."
para52s29,"And already there will be no danger, that modern Latin books will come to overfill our libraries."
para52s30,"At last let it be adopted in this as is customary in factories intended for the uses of the public , that an almost identical model be followed by all; but let each person and architects dispose his own dwelling at his own post."
para52s31,"Of our learned countrymen, who since the middle of the last seculum have urged the retention of the old custom and better confirmed the advice of such foreigners by their example, Mosheim in particular stood out among those who at the very beginning declared themselves against the too extensive use of the mother tongue, a man whom Germany also counts among its first better speakers, in the Commentatt."
para52s32,et Oratt.
para52s33,was.
para52s34,argum.
para52s35,(Hamb.
para52s36,1751.
para52s37,8.) p.
para52s38,"302, 309, 316, 333 seqq."
para52s39,"Furthermore, Göttingen was almost alone in Europe in retaining a society of sciences that made unchanging use of the Latin language."
para52s40, but of the intrinsic value of such exercises.
para52s41,"Without these exercises, we would obviously not have acquired so much knowledge of ancient Latin, not so much familiarity with its peculiarities, with the delicate nuances of word meanings and synonymies, with the rules about the position of words and sentences and the whole period structure; which has happened less in the Greek language by the moderns precisely because they wrote in this so rarely, and neglected the thing itself as a mere exercise."
para52s42,"For only the writer takes full possession of the strange way of turning and expressing his thoughts: By treating the dead language as living with leisurely diligence, he approaches, as far as this is possible, the feeling in it; by taking more perfect linguistic forms frequently into mind and pen, he gets used to perfecting the patriotic one, too; finally, the exquisite society in which the Latin writer enters, produces many higher virtues of style, which in our languages still seldom want to flourish as desired."
para52s43,"To those who have doubted at all whether it is possible today to master Latin to the point of writing, a German refutation of the delusion would seem somewhat suspicious; to us, however, the opposite seems so true that the attainment of a fair degree of perfection even seems possible."
para52s44,"This is true primarily of subjects about which the ancients also wrote: But if someone knew how to distinguish with a fine feeling what is a general analogy in a language and what was the taste of the time or the personal idiosyncrasy of certain writers, he would be able to write more than clearly about some modern objects for a Roman who has been taught our manners, perhaps even to form a lecture from the most diverse writings of a long period of time, which would be at the same time ancient and of peculiar novelty; how the modern sculptor can succeed in representing the ideals of ancient art according to their original patterns, often in the same type of stone, with a new spirit."
para52s45," What has been said here contradicts an opinion which is said to be held by some humanists now, since d'Alembert has expressed it most crudely in the essay mentioned above."
para52s46,"The astonishing man knows there the second golden age of Latinity in the newer Europe so little that he puts up instead of his own countrymen and all today's Latinists a single vir obscurissimus, un Professeur de Seconde au College du Plessis , nommé Marin: in the whole writing, however, he gives such blossoms that nobody will like to get involved in denials against him, in which one would have to secrete also some good remarks."
para52s47,"Vorsichtiger drückt sich über mehreres Algarotti aus , sopra la necessità di scribere nella propria lingua , Opere T."
para52s48,IV.
para52s49, 
para53s0,"  So far, according to the main tendencies, reaches the effect of all those knowledge and occupations on the harmonious formation of our noblest powers; much farther, it seems, than the influence of any other art or science."
para53s1,"From some such sciences, exclusively pursued and without exhilarating arts of the muses, good observers even want to worry about a sullen one-sidedness (the like of which was otherwise gladly attributed to philologists), a certain narrowness in general insights."
para53s2,"However, the purposes and points of view of the study of antiquity that have been established up to now refer more to the way in which acquaintance with the sources of these is obtained than to the conception of the things that lie in them, of which the quite real disciplines consist."
para53s3,"However, it would hardly be necessary to prove the importance of this knowledge for our readers, both in itself and for the satisfaction of a curiosity concerned with the fate of mankind, as well as because of its connection with the state of the present European culture."
para53s4,"Otherwise, it would still have to be explained how the ideal direction of the mind, the first condition of all higher education, is based primarily on such knowledge."
para53s5,"To speak on this occasion of a part of the ancient history of nations, where are found in such great number the most powerful natures, the most instructive incidents and deeds, examples of sublime virtues and vices, upheavals of states and constitutions, where so many opportunities to contemplate the lives of freely acting men in the most memorable circumstances, than in the annals of the Greeks and Romans?"
para53s6,"What variety of political institutions we see tried there everywhere since the first family associations had passed over into more or less republican states , from which we get to know the most composite of all human arts in their simple forms, and not under arbitrary arrangements, but in natural growth from their soil ! Finally, there are several points of time of the old, especially of the Roman history, without whose closer knowledge not even the origin and consequence of the later greater world events can be understood properly."
para53s7,"The case is no different in our literary world, where the foundation on which the colorful edifice of our knowledge and arts stands still shows many traces of its Greek and Roman origin, however much the New European peoples have vied to uproot the foundation and to deprive their edifices of all harmonious character and national idiosyncrasy."
para54s0,"The above mentioning of the value of the real doctrines opens the access to the last goal of all efforts connected in one, which has already been hinted at from time to time, to what the priests of Eleusis called the epoptia or vision of the holiest."
para54s1,"The individual gains we have indicated are basically only like preparations for the one to be acquired here, and all previous views converge to this most noble goal as to a central point."
para54s2,"But this goal is no other than the knowledge of ancient mankind itself, which knowledge arises from the observation of an organically developed meaningful national formation conditioned by the study of the ancient remains."
para54s3,"No lower point of view than this can justify general and scientific research on antiquity; and to it are subordinated partly others, partly the ordinary one, which refers to the knowledge of the beautiful and classical works of the genres worked on by the ancients, as which lies at the basis of the so-called Humaniora."
para54s4,"For this determination, in fact, only a selected number of written and other works can serve; in the case of the latter, however, all ancient remains are united, regardless of whether one has greater or lesser or no classicity at all, together with every kind of content and information in them, which point to observable peculiarities of times and people."
para55s0,"When we speak of knowledge of human nature, we generally mean something of limited value and scope; namely, a certain routine that is derived from dealing with many individuals and is again useful for dealing with them, as well as for the beneficial handling of the ordinary business of public and private life."
para55s1, That for this purpose the sometimes thorny erudition is not of much use is shown by experience; it does not require the study of national literature; a small number of wise guides through world life and one's own observations are sufficient for such intentions.
para55s2,"But here we speak of the knowledge of man, of the empirical knowledge of human nature, its original forces and directions and all the determinations and limitations which these receive sometimes through each other, sometimes through the influence of external circumstances."
para55s3,"In order to raise us to this exquisite knowledge of man, which, like all other empirical observations of nature, stimulates every class of scholars and every state, even the most unbusinesslike, yes, by its object, the moral man, with greater strength, The general interest of the above tendency will perhaps be brought nearer to some readers, if I here communicate some thoughts of a scholar, scattered in a correspondence, συμφιλολογοῦντός τινός ποθ' ἡμῖν καλοῦ κἀγαθοῦ, such as one finds in our times most rarely among men of his rank."
para55s4,"The fragments available to me by a pleasant coincidence are indeed from the year 1788, but this does not deprive them of the novelty that will have everything that the author, who researches in history and philosophy with the brightest eye and the deepest sense, withholds from the public for too long."
para55s5," The contemplation of the works of antiquity is certainly most fruitful when one looks not only at them, but also at their authors and the periods from which each originates."
para55s6,"Only this way of looking at things can lead to a true philosophical knowledge of mankind, in so far as it requires us to investigate the condition and the complete situation of a nation and to grasp all sides of it in their great coherence, The striving for such a knowledge (since no one can hope for the actual completion of it) can be called indispensable to every man, as a human being, in various degrees of intensity and extension indispensable, not only to the acting one, but also to the one occupied with ideas, the historian in the broadest sense of the word, the philosopher, the artist, even the merely enjoying one."
para55s7,"To speak of the man in the larger practical life: if he is really mindful of the highest end of all morality, the growing ennoblement of man, he will be better instructed by no study what he may morally undertake, and politically may undertake with success; so that from this side his mind is guided."
para55s8,But his will is also guided by it.
para55s9,"All imperfections of man can be traced back to disproportions of his powers: by that study showing him the totality, the imperfections are to a certain extent abolished, and at the same time the necessity of their emergence and the possibility of their compensation appear, by which the individual, who was previously regarded one-sidedly, is, as it were, placed in a higher class after this overview."
para55s10,"Actually, nothing could be said of the merely enjoying man, since the obstinacy of the enjoyment does not assume any rule."
para55s11,"But I put myself here in the place, not exactly of the noblest people, but of the people in their noblest moments."
para55s12,In these now the most perfect joys are those which one receives through self-contemplation and through contact in its manifold gradations.
para55s13,"The higher such pleasures are, the sooner they are destroyed without a keen apprehension of the being of ourselves and others: but this is not possible without penetrating study of man in general."
para55s14,These pleasures are joined by those which are granted by the aesthetic enjoyment of the works of nature and art.
para55s15,"These act primarily by arousing the sensations that are awakened by the external figures, as by symbols."
para55s16,"The more vivid views of possible human sensations are at our disposal, the more external figures the soul is receptive to."
para55s17,"Even the sensual pleasure is thus multiplied, increased and refined, in that the imagination adds to it the rich spectacle of its possible diversity according to the diversity of the enjoyer, and in that it thereby unites, as it were, several individuals into one."
para55s18,"Finally, such a view diminishes the feeling of real unhappiness as well."
para55s19,"The suffering , like the vice , is, more closely considered, always only partial: who has the whole before eyes, sees how it raises there, if it strikes down here."
para55s20," and in order to achieve the purposes of such knowledge in the most complete way possible, our gaze must be directed persistently to a great nation and to its course of formation in the most important relations and relationships."
para55s21,"Here, peoples take the place of individuals; and what in the case of the latter the depiction of a peculiar life accomplishes, in the case of the former a painting of their whole national being, growing out of innumerable scattered traits, a painting which eager occupation with all the works of literature and art of a nation tries to draw from the state of the same according to its most interesting sides and in the most substantial moments."
para55s22,"However, knowledge of this kind is less communicable than most others; it is similar to all philosophy in that it promotes and rewards only those who make a study of it and are occupied with its continued acquisition."
para55s23,"But it is precisely this that gives this study an irresistible attraction, if we pursue science not as a burden of office, not as a shortening of time, but for its own sake; especially since, as we have seen, the leading paths are so rewarding in themselves, and since, if the attention always strives toward that goal, new occasions for the perfect elevation of all our spiritual and mental powers are gained thereby."
para55s24,"For in order to grasp with truth the life and essence of an excellently organized and diversely educated nation, in order to draw back into the view of the present the figures that have long since disappeared, we must summon up our powers and abilities to united activity; in order to take up within ourselves a quantity of foreign forms that seems infinite, it becomes necessary to exterminate our own as far as possible and, as it were, to go out of the whole of our accustomed being."
para55s25,"From this, however, arises a versatility of thought and feeling which, from a scientific point of view, becomes for us moderns a more beautiful stage of spiritual culture than it is for the man of the world the skill of adopting unfamiliar forms which he believes to be appropriate to his intentions."
para58s0,"It could seem that the higher knowledge of man, so sought after, would have to reach perfection most of all through the occupation with all independent nations."
para58s1,"But without thinking of the infinity of such a study, we are already limited by the effort for pure and solid results to a small number of peoples."
para58s2,"For in old as well as in new times, those peoples are not to be used for the purpose described, who in the progress of their education are often promoted from abroad, often held back, generally modified in various ways, and present all too few traits of a peculiar nature, even if they should claim the most respectable rank with regard to real knowledge; Just as little also such peoples, who have stopped in one-sided development and with that kind of civilization, which subordinates all scientific and spiritual culture to the most urgent need of their existence and misuses the ennobling knowledge, the free arts once named by free citizens, only for a glissade of their unpleasant interior."
para58s3,"Nations of this and similar kind are left to the political history, which has to fill its spaces according to square miles, and partly also to the history of mankind according to its since then usual treatment, according to which it is more concerned with human species than with human nature."
para58s4,"Among the ancient nations, the Romans are not the most desirable material for our study, just as they originally followed some of the one-sided directions that have been imposed on the most esteemed peoples in recent centuries."
para58s5,"Only in ancient Greece can be found what we elsewhere seek in vain almost everywhere, peoples and states which possessed in their nature most of those qualities which form the basis of a character perfected to genuine humanity; Peoples of such general irritability and receptivity that nothing was left untried by them for which they found any stimulus in the natural course of their education, and who continued this course more independently of the influence of other-minded barbarians and far longer than would have been possible in subsequent times and under changed circumstances; until Philip of Macedonia and his son."
para58s6,"Since then, ancient Greek literature and art ceased, and the nation itself in its most flourishing branches, a deeply moving spectacle."
para58s7,"But from the nutritive juices that had nurtured the otherwise green tree, the offspring of new shoots still fed for a thousand and a half years, and it still gave in late times in many places individual nobles refreshment against sultry air."
para58s8,"This lasted until the fifteenth century, when the Greek Muses took refuge in Italy for the second time."
para58s9,"   who, above the cramped and constricting concerns of the citizen, so little forgot man that the civic institutions themselves, to the detriment of many and with very general sacrifices, aimed at the free development of human powers in general; who, with an extraordinarily tender feeling for the noble and the beautiful in the arts, gradually combined such a great extent and so much depth in scientific investigations that, among their remnants, besides the living imprint of that rare quality, they at the same time established the first most admirable models of ideal speculations."
para58s10, Let me now touch only on some of the features that distinguish the Greeks from other peoples and make the most accurate knowledge of their nationality important to the most beautiful purposes of our studies.
para58s11,"I would like to count first of all the richness of manifold forms, which showed itself in their whole culture; with which such a formation of the character is connected, as it can be and should be in every situation of the human being, without consideration of individual differences and changing circumstances."
para58s12,"The human being, which the Greek writers present to us, is composed of many simple and great and, seen from many points of view, also beautiful features."
para58s13,"The study of a character like the Greek must have a particularly salutary effect in an age where, through innumerable circumstances, attention is directed rather to things than to men, more to masses of men than to individuals, more to external value and utility than to inner content and enjoyment, and where high and manifold culture has led very far away from the first simplicity; in such times it must be very salutary to look back on nations in which all this was almost exactly the reverse."
para58s14,The writings and works of art of the Greeks bear everywhere the most excellent traces of the individuality of their ages and authors.
para58s15,"This is evident in their language, as in all their original spirit-products."
para58s16,"Their history is mostly Greek; and, where it is not, at least the early historians are not yet accustomed to compare several peoples with each other, and to sharply separate what is their own from what is foreign, and they are also too busy with everything native, so that the Greek should not often see through."
para58s17,"In Greek history itself, a confluence of many circumstances, e.g.."
para58s18,B.
para58s19,"the greater influence of individuals on the affairs of state, the connection of the religious state with the political and the domestic with the religious, the smaller scope of the story itself, which allowed for a more extensive detail, partly also the somewhat childish ideas of curiosity and importance -- that there the story contains by far more character and moral descriptions than ours."
para58s20,"The most distinguished types of Greek poetry arose from public customs and institutions, at festivals, sacrifices, banquets, and so on."
para58s21,s.
para58s22,"w.; and so they kept a veneer of this historical, not actually aesthetic origin until late times."
para58s23,Philosophy should at least bear traces of the philosophizer's idiosyncrasy: but practical philosophy always showed the Greeks to a high degree; and speculative philosophy did so at least for a very long time.
para58s24,Another important fact for the appreciation of the nation is this.
para58s25,"The Greek in that time, where we first get to know him more completely, is still on a low level of culture."
para58s26,"In that state, his greatest care went only to the development of his personal powers: therefore, where he acted or suffered, his whole being was all the more united in activity, since he was especially affected by sensuality and was most strongly seized by it."
para58s27,"But with this sensuality, which gave him such a great inner mobility, was connected exactly something that is perhaps unique in all history."
para58s28,"When the nation had not yet completely helped itself out of the state of crudeness, it already possessed an uncommonly fine feeling for every beauty of nature and art and a correct taste, not of criticism but of feeling; and again, when it had already passed the age of manhood, we find in it still a faithful preservation of that original simple sense."
para58s29,"Therefore, the care for the spiritual education remained inseparable from that for the physical education, and always guided by ideas of beauty."
para58s30,Admirable here is especially the very general spread of the feeling for beauty among the whole nation; and nothing can be more important for our world than a comprehension of this characteristic trait.
para58s31,"For no kind of education is more indispensable than this, since it sums up the whole nature of man and gives him the true polish and nobility; especially in our country, where there is such a large number of directions that must be quite removed from all taste and sense of beauty."
para58s32,"In the best times of Athens (and to this state, as to the most highly educated, we must also return the most). In Athens, with such a mindset, the free constitution itself made such a diverse education necessary."
para58s33,"The people, before whom the statesman appeared, not only yielded to the nature and strength of his reasons; they also looked at the form, at the organ, at physical decency: so no side remained for him to neglect with impunity."
para58s34,"But the qualities he had to strive for were all related to purely human and general education, not to the culture of particular talents or knowledge."
para58s35,The same qualities that made the Greek a great man also made him a great statesman.
para58s36,"Thus, while taking part in public affairs, he only continued to educate himself."
para58s37,"But in order to derive the fullest benefit from the knowledge of the Greeks, it is necessary to dwell longest not only on the periods in which the nation gained the finest education, but also, just the opposite, especially on the earliest periods."
para58s38,"For in these lie the most fertile germs of the peculiarly beautiful character of the Greeks; and it is more instructive and easier to perceive in consequence how this character gradually changed and finally degenerated, than vice versa."" From the correspondence mentioned earlier."
para58s39," By commenting, as it were, on a piece of our text, these thoughts, some of which are developed in more detail, may at the same time prove how much the author of the same has learned from the oral and written conversations of such a friend."
para58s40,"  In these and other respects, among all nations, none is so important, indeed, one may say, so sacred, to the investigator of the history of mankind as the Greek."
para58s41,"  She may nevertheless occupy a rather subordinate place with the statistician, who keeps other rankings for human worth, because she was neither addicted to conquest nor shone as a political body next to the mighty empires; Since ancient times, she has made herself highly deserving for the human race by the most glorious victories, more lasting than victories in arms; this fame, the only one she strove for, which she also enjoyed with her here just conquerors, she still proves today and for all times by so many remaining monuments of her spiritual effectiveness."
para58s42,We were not fortunate enough to get to know this highly favored nation in its wonderful existence and work in many parts of the world from every side; which would have been the case if the ravages of time and barbarism had only left some of the most numerous book collections to later centuries.
para58s43,"However, even now, with all the loss we have suffered in works of their literature and art, we are, through the representations which the remains provide us with, richer for the highest purpose of our study than even in the case of many a still flourishing nation, and see in those representations a more faithful picture of their national character and life spread out before us; so that it is actually only here that we are given the spectacle of an organic national education."
para58s44,For among what people in the world today could we hope to find anything similar?
para58s45,"Where would one be that had gained its culture from inner strength, that had created the arts of beautiful speech and sculpture from national feelings and customs, that had built its sciences on peculiar ideas and views?"
para58s46,"On the contrary, we find by far the most in our literatures laboriously collected from unequal sources, sometimes directly sometimes indirectly from the ancients, which is considered as noble robbery, much more often theft by exchange of the moderns among each other, everywhere a mixture of contending materials and forms : In the arts, there is only little, often no originality; more creations according to general theories, more imitations according to foreign patterns, than independent productions, which could become for others what the works of the Greeks are for us; in all scientific enlightenment, finally, there are immense stocks of knowledge and insights, treasures from all ages and countries, which one nation hands to the other and takes from them, but in the midst of these treasures, few traces of a prevailing spirit, in which one recognizes a nation and man."
para64s0,"This is then the center of all studies of antiquity, the goal to which the larger and smaller researches belonging to it tend."
para64s1,"This goal may remain distant to many, perhaps forever unknown to most; but it is the only true and worthy one, the one according to which, in doubtful cases, the merit of individual efforts, the processing of special parts and objects is to be appreciated."
para64s2,"Our antiquity, conceived as a whole, is, as it were, a self-contained world; as such it touches each kind of observer in its own way, and offers others other things to educate and exercise their faculties, to broaden their knowledge by what is worth knowing, to sharpen their sense of truth, to refine their judgment of beauty, to give measure and rule to their imagination, to awaken and balance the whole powers of the soul by attractive tasks and modes of treatment."
para64s3,"Fortunately, this world now and then opens its instructive and entertaining view to the younger age with the promise of manifold profit; and the unspoiled youth easily enjoys it under a good guide, whom many of the most witty writers captivate by their unconscious grandeur, others, with all the depth of their content, appeal to by pure natural simplicity without great previous knowledge as comprehensibly as is sufficient for the first acclimatization to a foreign way of thinking and feeling."
para64s4,"This means of education will soon return to the Germans in all regions of the fatherland, before and in addition to other scholarly instruction, what it was in earlier times, and something even better."
para64s5,"If perhaps our times have invented more pleasing ways of teaching, the value of the means will be considerably increased; although even in the worst case appropriately chosen writers themselves take on the role of teachers, and by the occupations with them possible to the first age have a powerful effect on a sensitive soul."
para64s6,"True and beautiful said recently a favorite author of our nation, who owes much more to himself than to the ancients: ""The present humanity would sink unfathomably low, if the youth did not take the passage to the fair of life through the silent temple of the great old times and people."
para65s0,"However, the science outlined here is no more helped by such promotion of humanistic knowledge than philosophy by popular treatment of the wisdom of life, or any other science by drawing its most useful truths into public instruction."
para65s1,"At times, the scholarly and thorough treatments were rather disadvantaged by this, and superficiality was the consequence of the spread."
para65s2,"Many phenomena, even in the writings of respectable scholars, make us fear something similar for our science already for a long time."
para65s3,"The most detrimental of these phenomena is the endless endeavor, in all the history of antiquity, especially in the languages, to bring together individual things as individual things, without taking hold of firm general principles, without grasping even an inkling of the spirit that forms all the individual things into a harmonious whole."
para65s4,"As a result, uncertain concepts, wavering opinions, and inconsistencies accumulate to the confusion of anyone who wants to look for something scientific here; indeed, they themselves, the collectors thus occupied, will be inclined to think very little of their efforts in comparison with the stricter disciplines, and, according to the limitedness of their ideas, if ideas are otherwise to be attached to them, to measure the limits of science, or rather to abandon the whole enterprise of their incoherent knowledge as science."
para65s5,"But the denial of this and similar errors, from which the dignity of philological and antiquarian studies has suffered for a long time, belongs to the investigation of the best way of treating them and their highest laws, a subject which lies outside our present intention."
para66s0,W.
para67s0, The book is a collection of the most important books in the field of ancient science.
para67s1, I.
para67s2,Philosophical linguistic doctrine or general principles of both ancient languages.
para67s3,II.
para67s4,Grammar of the Greek Language.
para67s5,III.
para67s6,Grammar of the Latin Language.
para67s7,IV.
para67s8,Principles of the philological art of interpretation.
para67s9,V.
para67s10,Principles of philological criticism and improvement art.
para67s11,VI.
para67s12,Principles of prosaic and metrical composition or theory of writing and metrics.
para67s13,VII.
para67s14,Geography and Üranography of the Greeks and Romans.
para67s15,VIII.
para67s16,The first part of the book is a book about the history of the world.
para67s17, IX.
para67s18,Principles of ancient chronology and historical criticism.
para67s19,X.
para67s20,"Greek Antiquities or History of the States, Constitutions, and Customs of the Most Noble States and Peoples of Greece."
para67s21,XI.
para67s22,Roman Antiquities or Antiquity of Rome and Ancient Roman Law.
para67s23,XII.
para67s24,Mythology or fabulology of the Greeks and Romans.
para67s25,XIII.
para67s26,Litterarhistorie der Griechen oder äussere Geschichte der Griechischen Litteratur.
para67s27, XIV.
para67s28,Roman Litterarhistorie oder äussere Geschichte der Römischen Litteratur.
para67s29,XV.
para67s30,History of the verbal arts and sciences among the Greeks.
para67s31,XVI.
para67s32,History of the verbal arts and scientific knowledge among the Romans.
para67s33,XVII.
para67s34,Historical note of the mimetic arts of both peoples.
para67s35,XVIII.
para67s36,Introduction to the Archaeology of Art and Technology or Note of the Remaining Monuments and Works of Art of the Ancients.
